Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon,Email,Website
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS KHUSUS PARU-PARU SUMATERA SELATAN,"JL MERDEKA NO 10 RT. 05/RW. 02, TALANG SEMUT, KEC. BUKIT KECIL",0711-352010,rsk_paru_palembang@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MYRIA,"JL KOL H BURLIAN NO 228 KM 7 RT. 05/RW. 02, SUKARAMI, KEC. SUKARAMI 30152",0711-411610; 0711-414052,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PERSALINAN AZZAHRA,"JL BRIGJEN HASAN KASIM RT. 52/RW. 10, BUKIT SANGKAL, KEC. KALIDONI 30114",0711-822723; 0711-26044,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PERTAMINA PLAJU,"JL PENGANTINGAN 01 RT. 21/RW. 06, KOMPERTA, KEC. PLAJU 30268",0711-597401,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS. ISLAM SITI KHADIJAH PALEMBANG,"JL DEMANG LEBAR DAUN NO 26 RT. 53/RW. 13, LOROK PAKJO, KEC. ILIR BARAT I 30137",0711-356008 Ext: 131; 0711- 373976,rssitikhadijah_plg@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA MAMA,"JL LEMBING BLOK F RT. 31/RW. 09, LOROK PAKJO, KEC. ILIR BARAT I 30137",0811715191,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA RIKA AMELIA PALEMBANG,"JL SULTAN MAHMUD BADARUDIN II NO 18 RT. 17/RW. 04, ALANG ALANG LEBAR, KEC. ALANG ALANG LEBAR 30154",0711-432429; 0711- 384192,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA SITI MIRZA,"JL DEMANG LEBAR DAUN RT. 35/RW. 10, DEMANG LEBAR DAUN, KEC. ILIR BARAT I 30131",0711-446272,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA WIDIYANTI,"JL SIRNARAGA NO 1631 A-F KENTEN RT. 22/RW. 08, 8 ILIR, KEC. ILIR TIMUR II 30113 0711-'824009",0711-810157,rsiawidiyanti@yahoo.com,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA YEKA MADIRA,"JL JENDRAL SUDIRMAN NO 1051 CDE RT. 32/RW. 08, 20 ILIR I, KEC. ILIR TIMUR I 30126",0711-364954; 0711-351876,ykmadim@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSK KHUSUS MATA MASYARAKAT,"JL KOL H BURLIAN KM 6 RT. 19/RW. 03, SUKA BANGUN, KEC. SUKARAMI",0711-363480,rs.matapalembang@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BARI PALEMBANG,"JL PANCA USAHA RT. 60/RW. 10, 5 ULU, KEC. SEBERANG ULU I 30254 rsudbari.palembang.go.id",0711-519211; 0711-519212,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ERNALDI BAHAR,"JL TEMBUS TERMINAL NO 2 RT. 20/RW. 05, ALANG ALANG LEBAR, KEC. ALANG ALANG LEBAR 30154",0711-5645126; 0711- 5645124,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HERMINA,"JL BASUKI RAHMAT NO 897 RT. 11/RW. 03, 20 ILIR II, KEC. KEMUNING 30127 herminahospitalgroup.com",0711-352525 Ext: 318; 0711-366945,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MUHAMMADIYAH,"JL A YANI LR MASAJAYA RT. 28/RW. 06, 13 ULU, KEC. SEBERANG ULU II 30263",0711-511446; 0711-519988,asmutiplg@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PELABUHAN BOOM BARU,"JL MAYOR MEMED SASTRA WIRYA NO 1 RT. 17/RW. 02, LAWANG KIDUL, KEC. ILIR TIMUR II 30115",,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM MOH HUSIN,"JL JENDRAL SUDIRMAN KM 3,5 RT. 22/RW. 07, SEKIP JAYA, KEC. KEMUNING 30126",0711-354088; 0711-351318,humas@rsmh.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SILOAM,"JL POM IX RT. 30/RW. 09, LOROK PAKJO, KEC. ILIR BARAT I 30137",,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SRIWIJAYA EYE CENTER,"JL JENDRAL SUDIRMAN RT. 22/RW. 08, 20 ILIR IV, KEC. ILIR TIMUR I 30128",0711-419680; 0711-420432,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"FADHILAH MEDICA CENTRA, PT","JL JEND SUDIRMAN NO 01 RT. 03/RW. 02, PATIH GALUNG, KEC. PRABUMULIH BARAT 31127",0713-3300032,humas_rsfadhilah@yahoo.com,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER JULIUS,"JL VETERAN RT. 04/RW. 01, PASAR PRABUMULIH, KEC. PRABUMULIH UTARA 31121",0713-321261,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PERTAMINA,"JL KESEHATAN NO 100 RT. 09/RW. 01, MUNTANG TAPUS, KEC. PRABUMULIH BARAT 31121",0713-382742; 0713-321903,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KOTA PRABUMULIH,"JL LINGKAR RT. 11/RW. 01, GUNUNG IBUL, KEC. PRABUMULIH TIMUR 31113 rsudprabumulih.co.id",0713-7001085,office@rs.prabumulih.org,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT AR BUNDA,"JL ANGKATAN 45 RT. 04/RW. 03, GUNUNG IBUL BARAT, KEC. PRABUMULIH TIMUR 31121",0713-322954; 0713-3323895,rsarbundahumas@yahoo.co.id,www.rsbunda.com
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK BIDAN MONALISA,"JL KOMBES H UMAR RT. 04/RW. 02, BANGUN JAYA, KEC. PAGAR ALAM UTARA 31512",08127306604,monasamsul@gmail.com,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD PAGARALAM,"JL AIS NASUTION RT. 02/RW. 02, ALUN DUA, KEC. PAGAR ALAM UTARA 37513",0730-621798; 0730-621798,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"ENFY SOLUTION, PT","JL GARUDA HITAM RT. 01, PASAR PERMIRI, KEC. LUBUK LINGGAU BARAT II 31611",0733-323850,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK MADINAH,"JL GARUDA RT. 06, TANJUNG INDAH, KEC. LUBUK LINGGAU BARAT I 31614",,,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT AR BUNDA,"JL GARUDA RT. 03, BANDUNG KIRI, KEC. LUBUK LINGGAU BARAT I 31612",0733-324963; 0733-321892,humas_ar-bundallg@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DR SOBIRIN,"JL GARUDA NO 13 RT. 05, PASAR PERMIRI, KEC. LUBUK LINGGAU BARAT II",081274553428,rsdrsobirinkabmusirawas@yahoo.co.id,
SUMATERA SELATAN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SITI AISYAH,"JL PEMBANGUNAN RT. 01, AIR KUTI, KEC. LUBUK LINGGAU TIMUR I 31626",0733-451604,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK UTAMA AS-SYIFA,"JL GERAK ALAM RT. 13, KOTA MEDAN, KEC. KOTA MANNA 38513",083921888,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER <ARI PRASTYAWAN>,"JL LETNAN TUKIRAN RT. 09, PASAR BARU, KEC.",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD HD,"PAGAR DEWA, KEC. KOTA MANNA",0739-21118; 0739-21012,rsudmanna@gmail.com,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD REJANG LEBONG,"JL BASUKI RAHMAT/RW. 02, DWI TUNGGAL, KEC. CURUP 39112",0732-325043,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS HANA CHARITAS,"JL SUKARNO HATTA NO 12, RAMA AGUNG, KEC. ARGA MAKMUR 38614",0737-522999,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD ARGA MAKMUR,"JL SITI KHADIJAH NO 8 RT. 08, GUNUNG ALAM, KEC. ARGA MAKMUR",0737-521118,rsud.arma08040@yahoo.com,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KAUR,"CAHAYA BATHIN, KEC. SEMIDANG GUMAY",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD TAIS,"JL BENGKULU MANNA KM 64 TAIS RT. 02/RW. 02, SELEBAR, KEC. SELUMA TIMUR 38576",083691285,rsudtais@yahoo.com,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA AL - BARRA,"JL PULAU BERANTAI, UJUNG PADANG, KEC. KOTA MUKOMUKO 38365",081271781603,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KABUPATEN MUKO MUKO,"JL DANAU NIBUNG, KOTA PRAJA, KEC. AIR MANJUNTO 38365",0737-711481,rsud.mukomuko@gmail.com,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM DAERAH KABUPATEN LEBONG,"DSN 1, MUNING AGUNG, KEC. LEBONG SAKTI",085369537643,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KEPAHIANG,"JL RAYA, TEBAT MONOK, KEC. KEPAHIANG",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM DAERAH BENTENG,"DSN 3, BAJAK I, KEC. TABA PENANJUNG",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"HOUSE OF RISTRA, PT","JL S PARMAN NO 115 RT. 01/RW. 01, PADANG JATI, KEC. RATU SAMBAN",081210451083,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRATAMA HESTI 1,"JL ZAINUL ARIFIN RT. 05/RW. 03, TIMUR INDAH, KEC. SINGARAN PATI 38229",0736-5612924,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SINT CAROLUS,"JL TODAK NO 119 RT. 06/RW. 02, SUMUR MELELE, KEC. TELUK SEGARA 38113",0736-25247,kliniksintcarolus@yahoo.co.id,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MARIE 18 CLINIC,"JL HIBRIDA RAYA RT. 23/RW. 08, SIDO MULYO, KEC. GADING CEMPAKA 38229",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS DKT IV 020701,"JL ZAINUL ARIFIN RT. 05/RW. 03, TIMUR INDAH, KEC. SINGARAN PATI 38229",0736-21048,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSJKO SOEPRAPTO BENGKULU,"JL BHAKTI HUSADA, LINKAR BARAT, KEC. GADING CEMPAKA",0736-343339,info@rsjkobengkulu.net,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU UMMI BENGKULU,"JL HIBRIDA RAYA RT. 23/RW. 08, SIDO MULYO, KEC. GADING CEMPAKA 38229",,ummimandiri@gmail.com,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR M YUNUS BENGKULU,"JL BHAYANGKARA RT. 12/RW. 08, SIDO MULYO, KEC. GADING CEMPAKA 38229",0736-52004; 0736-52007,rsudmyunus@gmail.com,www.rsudmyunusbengkulu.co.id
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KOTA BENGKULU,"JL BASUKI RAHMAT, PADANG JATI, KEC. RATU SAMBAN",0736-345100,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DOKES BHAYANGKARA,"VETERAN RT. 01/RW. 02, PASAR JITRA, KEC. TELUK SEGARA 38117",,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT RAFFLESIA,"JL MAHONI NO 10 RT. 06/RW. 04, PADANG JATI, KEC. RATU SAMBAN 38227",0736-21710,,
BENGKULU,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TIARA SELLA,"JL S PARMAN NO 61 RT. 09/RW. 03, KEBUN KENANGA, KEC. RATU AGUNG 38223",0736-20350; 0736-20626,,www.tiarasella.com
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD LIWA,"KOMP RUMAH SAKIT, KUBU PERAHU, KEC. BALIK BUKIT 34813",081274101441,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PANTI SECANTI GISTING,"JL RAYA GISTING DSN 2A BLOK 4 RT. 06/RW. 03, GISTING BAWAH, KEC. GISTING 35378",0729-347553,tsp-secanti@yahoo.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BOB BAZAAR,"JL LETTU ROHANI RT. 02/RW. 01, KEDATON, KEC. KALIANDA 35513",08127932435,rsud.kalianda@yahoo.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MEDIKA NATAR,"DSN MUARA PUTIH INDUK RT. 02/RW. 01, MUARA PUTIH, KEC. NATAR 35362",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD SUKADANA,"DSN 03 RT. 06/RW. 01, MATARAM MARGA, KEC. SUKADANA 34194",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PERMATA HATI,"DSN 1 RT. 01, LABUHAN RATU BARU, KEC. WAY JEPARA 34196",08128765336,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS ISLAM ASY SYFAA,"YUKUM JAYA LK 3, JL LINTAS SUMATERA KM 65 RT. 12/RW. 05, YUKUM JAYA, KEC. TERBANGGI BESAR 34165",0725-25264; 0725-527476,rsiasyfaa@yahoo.co.id,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MULIA HUSADA,"JL PROKLAMATOR RAYA RT. 02/RW. 01, BANDAR JAYA TIMUR, KEC. TERBANGGI BESAR 34163",0725-528803,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB PUTI BUNGSU,"JL RADEN INTAN RT. 03, BANDAR JAYA TIMUR, KEC. TERBANGGI BESAR 34163",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA,"JL MANGGIS LK 2 RT. 09, BANDAR JAYA BARAT, KEC. TERBANGGI BESAR 34163",082177829778,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT AZZAHRA,"JL KARTINI DSN 01 RT 02 RT. 02/RW. 01, KALI REJO, KEC. KALIREJO 34174",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DEMANG SEPULAU RAYA,"JL RAYA LINTAS SUMATRA, TERBANGGI AGUNG, KEC. GUNUNG SUGIH 34161",0725-529828,tu_rsud_dsult@yahoo.co.id,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HARAPAN BUNDA,"JL RAYA LINTAS SUMATERA NO 30 LK 1 RT. 01/RW. 01, SEPUTIH JAYA, KEC. GUNUNG SUGIH 34161",0725-26766,info@rshb-lampung.co.id,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KARTINI,"JL KARTINI DSN 01 RT 02 RT. 02/RW. 01, KALI REJO, KEC. KALIREJO 34174",0729-370028,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSD MAYJEN HM RYACUDU,"RSD MAYJEN HM RYACUDU RT. 03/RW. 02, TANJUNG HARAPAN, KEC. KOTABUMI SELATAN 34511",081369779509,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HANDAYANI,"JL SOEKARNO HATTA NO 94 RT. 02/RW. 05, TANJUNG HARAPAN, KEC. KOTABUMI SELATAN 34511",0924-328399; 0924-25312,rsh.handayani@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT M YUSUF,"JL RAYA KALI BALANGAN RT. 01/RW. 01, KALI BALANGAN, KEC. ABUNG SELATAN 34581",082177894422,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MARIA REGINA,"JL KESEHATAN RT. 02/RW. 02, TANJUNG AMAN, KEC. KOTABUMI SELATAN 34511",0724-21203,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRIMA HUSADA,"JL LINTAS RAWA JITU RT. 21/RW. 05, SIDOHARJO, KEC. PENAWAR TAMA 34595",085266321400,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PENAWAR MEDIKA,"JL LINTAS TIMUR RT. 04/RW. 02, AGUNG DALEM, KEC. BANJAR MARGO 34595",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD MENGGALA,"JL LINTAS TIMUR, TIUH TOHOU, KEC. MENGGALA 34596",0726-21131,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MUTIARA BUNDA,"JL LINTAS TIMUR RT. 01/RW. 01, TUNGGAL WARGA, KEC. BANJAR AGUNG 34595",0726-750248,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT GMC,"JL AHMAD YANI RT. 02/RW. 01, TAMANSARI, KEC. GEDUNG TATAAN 35366",08127919595,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT JIWA,"JL RAYA KURUNGAN NYAWA RT. 03/RW. 01, KURUNGANNYAWA, KEC. GEDUNG TATAAN 35371",0721-271170,rsjlampung@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK KURNIA,"JL JENDRAL SUDIRMAN RT. 02/RW. 03, PRINGSEWU SELATAN, KEC. PRINGSEWU 35373",08127958713,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MITRA HUSADA BERSAMA, PT","JL AHMAD YANI NO 14 RT. 1/RW. 1, SIDOHARJO, KEC. PRINGSEWU 35373",0729-23792; 0729-23836,rs.mitra-husada@mhoo.com,www.mitra-husada.com
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS HARAPAN BUNDA,"PRINGSEWU SELATAN, KEC. PRINGSEWU",082377192588,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SURYA ASIH,"JL A YANI NO 51 RT. 02/RW. 01, PRINGSEWU TIMUR, KEC. PRINGSEWU 35373",0729-22036,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA MUTIARAHATI,"JL RAYA TAMBAH SARI RT. 03/RW. 02, TAMBAH REJO BARAT, KEC. GADING REJO 35372",0729-333122,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD PRINGSEWU,"FAJAR AGUNG BARAT, KEC. PRINGSEWU",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BALAI PENGOBATAN KOSASIH,"JL MS BATUBARA NO 70 LK 2 RT. 22, KUPANG TEBA, KEC. TELUK BETUNG UTARA 35212",085100327768,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DOKTER ADITYA,"KP KARANG ANYAR PANJANG RT. 20, PANJANG UTARA, KEC. PANJANG",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DOKTER RODHY CLINIC,"JL GAJAH MADA NO 17 D, RAWA LAUT, KEC. ENGGAL",0721-268333,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,ERHA SKIN,"JL HASANUDIN NO 9 LK 2 RT. 03, GUNUNG MAS, KEC. TELUK BETUNG SELATAN 35211 erhaskin.com",0721-486068,3pelangianugrah@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KIMIA FARMA LAB KLINIK,"JL GAJAH MADA NO 76 E RT. 08, KOTA BARU, KEC. TANJUNG KARANG TIMUR 35121",0721-269901,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK HEMODIALSIA TANGKAS,"JL GRIYA MUSTIKA NO 23 LK 2 RT. 04, WAY HALIM PERMAI, KEC. WAY HALIM 35135",0721-787141,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK MATA LEC,"JL SULTAN AGUNG LK II RT. 05, WAY HALIM PERMAI, KEC. WAY HALIM 35135",082282991111,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRATAMA KOSASIH KEMILING,"JL TEUKU CIK DITIRO BLOK E NO 04 RT. 16, BERINGIN RAYA, KEC. KEMILING 35158 klinikkosasih.com",08117270561,kosasihrayon3@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK SPESIALIS THT,"JL RADEN INTAN RT. 02, PELITA, KEC. ENGGAL 35117",085263807939,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRAMITRA BIOLAB INDONESIA, PT","JL SULTAN AGUNG RT. 06, WAY HALIM PERMAI, KEC. WAY HALIM 35135",0721-5611035,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS ADVENT,"JL TEUKU UMAR NO 48 RT. 13, SURABAYA, KEC. KEDATON 35148",0721-786349; 0721-786349,secretary@rsabl.org,www.rsabl.co.id
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BINTANG AMIN,"KOMP MALAHAYATI, JL PRAMUKA NO 37 RT. 01/RW. 02, KEMILING RAYA, KEC. KEMILING 35153",08127243282; 0271 27117,info@malahayati.ac.id,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BUNDA ASIFA,"JL DR SUSILO RT. 04/RW. 02, PAHOMAN, KEC. ENGGAL 35217",0721-259259,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS GRAHA HUSADA,"JL GAJAH MADA NO 46 RT. 01/RW. 01, TANJUNG AGUNG RAYA, KEC. KEDAMAIAN 35122",0721-240000,rsgh.keu@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SINTA,"JL IMAM BONJOL RT. 02, LANGKAPURA, KEC. LANGKAPURA 35154",0721-265115,rsiasinta@gmail.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB ANUGRAH MEDIKA,"JL TULANG BAWANG NO 21/23 RT. 07/RW. 01, ENGGAL, KEC. ENGGAL 35117",0721-240488,ka@yahoo.com,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA PURIBETIK HATI,"JL PAJAJARAN NO 109 LK 2 RT. 09, JAGABAYA II, KEC. WAY HALIM 35132",0721-787799,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ABDUL MULUK,"JL DR RIVAI, PENENGAHAN RAYA, KEC. KEDATON",,,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BAYANGKARA,"RS BHAYANGKARA, JL PRAMUKA NO 88 RT. 12, RAJABASA NUNYAI, KEC. RAJABASA 35444",0721-706402,rsbhayangkara@yahoo.co.id,
LAMPUNG,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BUMI WARAS,"JL WR MON H 1 NSIDI N J,23 ISLK 2 RT. 12, PENGAJARAN, KEC. TELUK BETUNG UTARA 35215",0721-754589; 0721-2579260;254499,,
